Id,SalePrice
1678,436548.7
1679,382888.25
1680,334161.12
1681,276877.38
1682,304603.34
1683,171992.62
1684,177856.06
1685,176409.4
1686,173969.52
1687,170906.02
1688,189135.83
1689,192904.58
1690,186989.48
1691,176259.27
1692,275395.22
1693,171919.44
1694,184520.39
1695,173900.38
1696,258084.7
1697,176809.47
1698,407924.2
1699,331186.16
1700,233906.67
1701,261364.12
1702,272108.3
1703,253212.94
1704,306990.3
1705,238408.17
1706,447849.56
1707,220978.4
1708,201614.1
1709,287812.28
1710,221554.53
1711,251173.22
1712,272542.47
1713,251998.31
1714,217772.55
1715,203142.81
1716,185762.83
1717,173774.36
1718,135475.3
1719,200272.08
1720,245593.03
1721,173084.52
1722,132388.22
1723,154800.95
1724,219049.75
1725,237272.83
1726,184535.9
1727,152394.88
1728,191064.64
1729,154744.72
1730,169307.56
1731,129700.516
1732,129150.76
1733,114946.62
1734,124337.2
1735,132670.5
1736,118736.7
1737,386557.34
1738,204319.08
1739,304133.7
1740,208617.42
1741,189373.38
1742,161460.83
1743,169131.17
1744,299875.97
1745,199603.11
1746,226964.78
1747,216455.6
1748,235809.58
1749,149475.78
1750,134126.17
1751,244557.55
1752,119143.49
1753,145327.06
1754,213292.1
1755,171637.0
1756,136270.33
1757,122888.664
1758,150366.08
1759,158995.1
1760,162067.08
1761,146465.77
1762,173841.98
1763,176626.03
1764,112635.41
1765,180533.77
1766,180063.33
1767,228759.86
1768,142466.5
1769,173977.17
1770,144995.05
1771,131323.7
1772,133261.17
1773,136251.27
1774,124165.43
1775,135617.64
1776,134924.64
1777,114312.1
1778,139256.75
1779,106473.45
1780,188517.14
1781,132963.3
1782,93286.02
1783,125527.77
1784,104010.72
1785,128756.87
1786,163949.4
1787,172518.69
1788,62027.656
1789,109757.71
1790,82401.17
1791,189554.36
1792,149687.61
1793,135736.47
1794,145191.83
1795,135949.2
1796,121325.49
1797,100485.375
1798,128539.85
1799,117357.34
1800,123100.086
1801,127283.35
1802,149857.28
1803,154757.05
1804,141330.9
1805,135567.7
1806,107588.19
1807,130354.23
1808,122563.07
1809,113810.39
1810,141578.62
1811,98898.44
1812,88067.56
1813,115794.11
1814,103209.664
1815,57465.2
1816,101697.86
1817,110068.7
1818,167977.27
1819,121289.75
1820,64651.51
1821,114389.59
1822,155286.55
1823,54324.016
1824,125521.55
1825,126472.58
1826,93587.05
1827,110155.64
1828,127984.48
1829,126002.15
1830,143069.9
1831,174176.92
1832,78466.1
1833,143138.58
1834,116152.0
1835,148692.6
1836,133942.62
1837,85211.66
1838,116187.805
1839,87173.484
1840,159026.72
1841,150891.31
1842,77572.59
1843,136206.53
1844,136303.77
1845,133326.39
1846,159497.34
1847,154943.12
1848,53681.926
1849,118813.02
1850,124904.914
1851,155022.7
1852,129969.78
1853,127760.79
1854,169973.72
1855,145184.2
1856,210707.31
1857,168332.64
1858,135141.95
1859,128067.5
1860,148826.19
1861,128067.5
1862,315136.53
1863,314552.9
1864,314552.9
1865,331103.44
1866,332092.34
1867,263302.34
1868,328228.5
1869,198200.77
1870,260748.31
1871,256145.55
1872,174611.42
1873,222773.23
1874,148698.64
1875,217709.23
1876,192281.06
1877,213603.89
1878,211460.38
1879,134790.44
1880,143674.1
1881,230797.05
1882,258544.75
1883,194334.88
1884,206131.14
1885,271071.7
1886,320330.62
1887,216496.64
1888,297256.9
1889,169725.7
1890,123241.38
1891,138764.97
1892,108995.04
1893,124458.15
1894,124208.56
1895,133673.22
1896,123153.8
1897,107781.234
1898,107506.09
1899,144775.61
1900,155060.83
1901,164426.56
1902,137278.38
1903,215479.84
1904,139544.14
1905,186406.72
1906,162508.67
1907,201451.0
1908,119165.69
1909,145244.06
1910,128818.16
1911,209988.48
1912,294569.47
1913,151045.17
1914,86801.67
1915,312261.94
1916,81642.42
1917,266077.53
1918,134283.64
1919,154622.12
1920,157802.9
1921,428677.75
1922,328277.4
1923,214156.77
1924,217109.75
1925,205662.95
1926,393085.47
1927,135381.2
1928,169930.36
1929,122049.664
1930,130465.445
1931,145533.19
1932,134334.94
1933,155631.52
1934,185205.61
1935,172891.05
1936,187375.48
1937,185248.08
1938,172922.94
1939,235338.64
1940,205205.39
1941,177954.47
1942,186415.73
1943,213264.14
1944,323943.25
1945,364074.62
1946,155287.73
1947,309805.7
1948,180092.44
1949,234735.3
1950,181374.36
1951,252310.84
1952,205141.7
1953,167026.55
1954,195005.06
1955,124869.13
1956,304133.75
1957,159783.34
1958,300144.88
1959,131654.6
1960,116062.99
1961,119878.39
1962,97348.086
1963,112436.414
1964,101686.57
1965,140195.23
1966,152743.72
1967,289695.03
1968,420600.62
1969,391275.56
1970,449153.06
1971,428582.5
1972,370549.5
1973,280432.62
1974,319064.3
1975,416112.78
1976,266597.53
1977,380218.2
1978,397808.25
1979,324880.8
1980,185749.8
1981,355721.8
1982,234280.67
1983,213536.22
1984,172269.88
1985,203570.98
1986,210752.34
1987,176295.89
1988,179728.11
1989,193171.53
1990,209051.83
1991,241320.9
1992,208876.28
1993,176431.12
1994,238217.89
1995,188329.31
1996,251153.64
1997,324965.84
1998,349738.22
1999,249893.4
2000,309646.97
2001,242902.92
2002,237555.25
2003,244534.98
2004,257105.3
2005,236618.88
2006,244547.75
2007,243696.0
2008,221976.27
2009,188766.47
2010,195747.03
2011,143895.45
2012,182466.06
2013,182959.81
2014,184803.83
2015,200348.12
2016,189568.98
2017,193601.28
2018,119055.5
2019,134336.8
2020,105357.63
2021,108807.39
2022,184995.94
2023,132574.3
2024,225022.62
2025,362923.66
2026,168256.56
2027,139876.92
2028,157591.55
2029,164203.56
2030,272140.94
2031,265914.34
2032,276988.38
2033,278393.84
2034,160925.78
2035,204174.02
2036,199992.44
2037,209555.98
2038,288077.5
2039,231315.28
2040,354557.56
2041,252116.89
2042,198667.33
2043,170063.38
2044,171787.31
2045,200581.69
2046,136435.84
2047,142986.58
2048,136201.17
2049,133891.97
2050,185277.33
2051,106547.87
2052,134617.52
2053,144040.83
2054,92204.266
2055,155644.64
2056,129355.68
2057,118127.14
2058,211465.52
2059,135175.34
2060,156839.98
2061,191981.45
2062,129605.76
2063,114463.5
2064,142277.98
2065,123372.734
2066,165598.88
2067,102720.586
2068,134442.86
2069,85337.65
2070,112004.63
2071,97135.26
2072,132712.03
2073,140739.78
2074,184393.75
2075,151201.88
2076,124556.62
2077,146634.2
2078,127181.57
2079,130473.79
2080,119332.23
2081,118645.85
2082,98344.77
2083,137998.34
2084,113446.17
2085,123079.875
2086,136699.1
2087,121904.76
2088,82357.79
2089,78339.33
2090,124185.82
2091,124468.8
2092,125558.29
2093,120357.53
2094,126532.664
2095,153297.23
2096,86606.78
2097,93042.72
2098,148910.19
2099,57168.418
2100,85414.65
2101,118657.42
2102,139306.3
2103,105494.02
2104,129667.1
2105,117048.59
2106,76937.836
2107,236749.8
2108,120120.12
2109,118809.63
2110,139193.33
2111,161365.47
2112,132300.89
2113,117782.24
2114,111466.63
2115,160036.97
2116,128802.945
2117,156701.14
2118,113754.29
2119,106760.28
2120,119280.78
2121,105595.95
2122,109210.77
2123,90638.86
2124,171213.97
2125,123362.46
2126,153043.95
2127,160548.44
2128,130583.445
2129,110996.46
2130,143063.73
2131,162326.17
2132,111780.18
2133,126668.91
2134,121106.95
2135,107268.88
2136,65516.9
2137,120100.81
2138,132366.34
2139,157741.95
2140,135206.53
2141,144776.5
2142,128055.98
2143,151184.81
2144,127789.28
2145,130882.516
2146,168509.48
2147,145892.83
2148,129209.76
2149,140353.73
2150,213573.05
2151,123045.43
2152,196951.62
2153,158967.02
2154,101478.66
2155,134760.75
2156,259345.22
2157,222801.78
2158,229932.78
2159,211177.05
2160,178929.72
2161,241041.7
2162,439942.2
2163,353111.88
2164,242254.1
2165,181618.72
2166,151513.78
2167,218549.72
2168,196367.7
2169,202941.31
2170,216101.22
2171,153199.27
2172,142423.05
2173,163944.53
2174,234386.16
2175,300264.12
2176,321840.2
2177,234604.66
2178,219655.11
2179,139845.92
2180,232528.47
2181,195648.03
2182,219385.11
2183,186747.84
2184,124174.64
2185,129447.04
2186,144491.42
2187,153368.45
2188,153213.89
2189,242418.3
2190,79232.17
2191,79322.086
2192,86719.37
2193,104474.984
2194,98344.82
2195,108385.42
2196,109035.0
2197,105185.64
2198,164224.73
2199,168360.45
2200,134501.72
2201,134010.83
2202,219638.88
2203,152159.42
2204,164276.06
2205,99287.0
2206,123058.13
2207,204108.34
2208,248860.25
2209,218788.5
2210,125407.46
2211,123483.07
2212,112168.14
2213,103393.4
2214,123652.57
2215,111210.77
2216,143121.67
2217,104325.29
2218,84173.836
2219,84796.55
2220,84432.36
2221,312261.94
2222,239046.75
2223,264441.62
2224,207572.39
2225,132984.56
2226,200901.61
2227,195174.38
2228,273843.7
2229,244037.25
2230,154080.94
2231,220659.6
2232,189116.78
2233,173190.81
2234,262911.56
2235,217418.25
2236,274542.62
2237,361191.66
2238,206227.6
2239,120237.42
2240,163218.3
2241,148462.48
2242,133289.83
2243,123775.47
2244,109535.78
2245,111648.28
2246,149133.58
2247,105704.586
2248,121174.76
2249,124471.04
2250,136727.36
2251,118629.16
2252,181379.48
2253,157010.44
2254,179448.75
2255,189608.86
2256,195401.02
2257,200067.98
2258,176093.67
2259,177458.92
2260,169986.81
2261,205138.3
2262,228604.39
2263,345708.28
2264,439751.9
2265,176152.78
2266,275520.4
2267,384084.5
2268,394752.78
2269,150380.97
2270,183772.8
2271,216883.33
2272,208534.77
2273,160446.81
2274,171722.64
2275,165036.72
2276,184443.61
2277,187805.98
2278,140573.67
2279,127069.45
2280,127452.25
2281,164804.38
2282,188381.39
2283,108906.29
2284,109824.46
2285,149920.78
2286,124074.43
2287,343291.75
2288,274685.38
2289,391161.34
2290,451540.75
2291,338489.28
2292,412947.38
2293,459257.2
2294,426331.44
2295,427175.72
2296,287068.66
2297,323463.38
2298,307200.22
2299,415737.34
2300,334905.34
2301,276786.5
2302,228185.66
2303,240521.08
2304,243964.36
2305,174768.84
2306,175847.42
2307,179347.83
2308,218935.3
2309,271883.56
2310,220062.33
2311,193307.81
2312,181168.95
2313,179089.17
2314,186792.5
2315,182305.56
2316,195713.31
2317,181096.17
2318,181460.97
2319,184480.72
2320,206285.03
2321,245453.56
2322,178995.16
2323,180164.08
2324,171311.31
2325,208470.94
2326,169635.97
2327,207453.62
2328,216819.77
2329,185869.28
2330,175846.75
2331,387900.44
2332,387862.1
2333,317027.0
2334,252724.17
2335,264086.3
2336,336671.28
2337,209772.73
2338,274297.2
2339,225541.14
2340,392838.66
2341,213918.62
2342,235338.6
2343,217184.14
2344,223621.61
2345,240940.62
2346,228360.64
2347,199034.17
2348,232456.33
2349,173120.98
2350,282471.5
2351,250402.08
2352,256819.81
2353,216888.97
2354,140219.44
2355,159289.45
2356,153688.8
2357,194866.88
2358,192099.39
2359,118229.92
2360,116646.766
2361,138990.36
2362,267114.5
2363,138984.73
2364,167011.73
2365,228724.77
2366,207903.6
2367,222206.28
2368,209726.73
2369,227357.23
2370,170325.61
2371,160405.06
2372,189548.47
2373,277709.34
2374,320644.34
2375,244406.25
2376,299292.75
2377,394850.94
2378,139590.72
2379,198727.72
2380,145159.02
2381,152380.98
2382,193626.75
2383,199615.23
2384,233875.27
2385,160619.44
2386,132369.53
2387,134339.19
2388,115837.1
2389,128900.38
2390,151817.3
2391,137303.75
2392,118364.125
2393,172745.86
2394,142030.16
2395,208266.73
2396,134975.3
2397,221707.81
2398,137138.58
2399,53593.01
2400,59063.836
2401,114725.734
2402,135137.75
2403,135025.77
2404,146470.72
2405,156115.02
2406,137154.33
2407,129635.52
2408,138416.58
2409,125846.71
2410,171092.62
2411,118937.484
2412,153184.16
2413,127547.83
2414,135468.23
2415,131381.73
2416,130148.055
2417,135034.45
2418,130126.36
2419,128931.22
2420,120268.55
2421,142923.36
2422,117683.266
2423,126524.81
2424,156579.48
2425,239724.4
2426,135785.45
2427,131342.1
2428,186960.48
2429,114831.28
2430,132330.55
2431,114205.69
2432,141400.84
2433,147034.48
2434,135564.94
2435,143855.83
2436,109146.766
2437,108359.31
2438,123424.69
2439,111941.85
2440,115925.22
2441,99379.5
2442,99699.06
2443,124586.14
2444,121987.41
2445,74102.234
2446,126695.6
2447,185965.47
2448,137015.17
2449,101956.44
2450,149598.05
2451,138175.58
2452,210267.69
2453,101039.68
2454,116780.2
2455,119059.18
2456,131807.83
2457,121979.87
2458,118574.08
2459,110017.91
2460,125345.33
2461,118254.65
2462,127708.84
2463,122768.67
2464,171332.8
2465,126579.54
2466,105811.32
2467,141414.2
2468,77490.43
2469,74450.07
2470,189036.64
2471,208842.89
2472,161619.2
2473,119747.625
2474,91111.9
2475,222052.33
2476,105312.45
2477,124777.75
2478,152585.72
2479,113682.9
2480,152533.86
2481,124769.56
2482,126685.79
2483,114739.79
2484,120725.836
2485,122666.71
2486,159963.86
2487,188889.66
2488,158310.14
2489,149671.77
2490,167025.95
2491,98709.52
2492,182058.28
2493,148627.9
2494,163641.25
2495,93592.77
2496,241597.86
2497,146658.31
2498,107688.97
2499,95553.766
2500,123083.71
2501,139262.81
2502,147828.67
2503,87360.44
2504,182765.64
2505,215202.25
2506,248464.53
2507,297635.84
2508,249513.12
2509,214450.44
2510,225962.06
2511,181037.38
2512,198201.39
2513,204167.69
2514,257887.39
2515,151819.86
2516,164855.7
2517,144430.34
2518,152231.98
2519,214327.98
2520,206744.92
2521,194162.97
2522,220759.06
2523,134439.36
2524,140359.44
2525,143821.23
2526,136256.36
2527,116758.15
2528,138880.34
2529,129174.56
2530,122559.58
2531,243693.02
2532,217119.52
2533,195843.08
2534,228764.4
2535,327532.8
2536,232367.73
2537,245401.88
2538,184370.9
2539,189090.22
2540,173557.6
2541,185705.28
2542,161097.25
2543,124542.67
2544,137853.62
2545,134279.3
2546,130601.89
2547,136878.22
2548,152424.84
2549,152920.7
2550,250121.58
2551,138764.97
2552,135934.75
2553,69563.26
2554,102972.664
2555,121769.25
2556,98287.39
2557,111941.734
2558,161317.47
2559,126144.23
2560,136458.36
2561,146341.94
2562,125568.91
2563,141141.55
2564,189683.27
2565,139021.8
2566,144740.39
2567,112400.49
2568,190265.75
2569,200882.42
2570,125083.305
2571,176768.48
2572,195522.56
2573,215418.64
2574,269632.44
2575,123503.67
2576,124518.445
2577,151358.5
2578,91214.73
2579,74988.625
2580,127650.3
2581,130328.305
2582,120614.31
2583,271607.2
2584,162277.27
2585,178903.97
2586,210396.6
2587,205078.84
2588,152923.56
2589,148505.67
2590,220371.69
2591,209903.22
2592,215266.39
2593,261420.69
2594,176580.98
2595,225561.9
2596,334566.12
2597,189533.1
2598,259085.02
2599,315957.44
2600,199402.78
2601,157344.33
2602,83020.32
2603,97214.516
2604,87860.28
2605,75049.74
2606,142325.66
2607,191582.38
2608,226752.84
2609,161284.23
2610,109278.64
2611,137346.34
2612,156234.95
2613,128237.62
2614,124620.01
2615,152267.45
2616,140419.9
2617,182598.97
2618,195857.94
2619,202020.14
2620,188171.0
2621,184314.27
2622,183520.12
2623,248771.2
2624,264084.47
2625,319626.16
2626,170342.53
2627,192575.36
2628,413482.0
2629,489297.56
2630,352672.47
2631,447038.7
2632,404440.0
2633,309461.53
2634,399694.25
2635,151728.27
2636,186720.62
2637,178472.78
2638,256480.95
2639,187024.66
2640,150157.06
2641,110790.96
2642,192552.3
2643,104251.914
2644,124160.234
2645,107896.445
2646,95329.44
2647,99419.08
2648,142721.86
2649,141334.97
2650,149560.33
2651,142648.45
2652,429057.78
2653,240735.52
2654,235553.39
2655,369686.72
2656,328706.4
2657,353110.8
2658,293952.5
2659,330197.06
2660,360231.75
2661,341364.62
2662,339821.0
2663,264455.53
2664,264359.94
2665,309212.16
2666,272828.12
2667,172073.98
2668,191947.11
2669,173183.38
2670,302051.22
2671,193095.77
2672,186350.48
2673,214744.0
2674,209494.66
2675,169737.03
2676,190363.52
2677,195344.7
2678,255048.98
2679,270528.84
2680,277767.16
2681,422481.62
2682,353013.06
2683,517669.97
2684,308011.78
2685,350998.62
2686,240068.69
2687,324379.97
2688,228495.73
2689,223336.31
2690,464026.88
2691,181830.89
2692,135507.8
2693,191030.72
2694,140516.48
2695,194420.72
2696,191616.89
2697,182500.22
2698,196022.48
2699,165810.14
2700,154457.8
2701,149498.58
2702,111033.234
2703,149224.78
2704,140199.28
2705,116256.8
2706,121987.914
2707,128268.234
2708,139439.23
2709,109242.51
2710,128144.44
2711,320122.06
2712,386031.25
2713,171080.19
2714,153658.19
2715,156148.94
2716,152949.52
2717,196268.25
2718,228659.48
2719,161865.5
2720,174403.4
2721,137277.78
2722,148044.02
2723,151088.33
2724,125633.82
2725,131274.3
2726,141776.75
2727,183237.42
2728,162116.25
2729,147186.0
2730,144926.08
2731,128585.82
2732,121567.77
2733,161229.23
2734,149618.27
2735,128110.79
2736,129308.44
2737,120549.27
2738,132131.25
2739,162908.92
2740,137943.39
2741,142556.98
2742,146422.06
2743,142057.8
2744,154846.31
2745,136488.69
2746,142226.25
2747,158588.27
2748,123608.734
2749,125640.62
2750,141847.1
2751,133560.61
2752,209904.38
2753,155102.67
2754,248919.9
2755,122502.99
2756,104681.5
2757,78419.47
2758,89606.555
2759,161851.27
2760,122511.84
2761,140184.14
2762,135554.5
2763,197007.22
2764,166252.4
2765,281191.75
2766,133414.9
2767,87676.66
2768,114494.516
2769,134058.16
2770,155064.88
2771,115616.77
2772,115647.23
2773,151390.8
2774,141827.66
2775,114104.39
2776,134674.39
2777,144165.61
2778,119979.37
2779,125453.87
2780,95369.586
2781,99147.7
2782,88074.94
2783,95741.54
2784,125614.43
2785,127524.33
2786,85449.79
2787,119071.47
2788,76271.18
2789,205539.64
2790,87403.65
2791,117638.1
2792,63126.0
2793,174166.58
2794,99433.63
2795,111579.24
2796,102092.5
2797,231665.8
2798,105179.336
2799,117183.445
2800,59844.043
2801,115040.766
2802,134837.88
2803,164054.2
2804,147633.14
2805,102114.95
2806,83968.05
2807,172176.86
2808,154086.02
2809,131359.61
2810,132138.6
2811,158681.67
2812,141953.78
2813,154011.33
2814,161551.19
2815,94898.516
2816,236554.39
2817,159764.55
2818,129390.52
2819,162662.11
2820,133509.73
2821,99800.59
2822,196311.73
2823,306545.8
2824,164054.03
2825,160494.2
2826,134257.05
2827,141029.52
2828,210802.62
2829,197153.28
2830,219994.34
2831,180100.55
2832,241721.89
2833,290261.28
2834,209179.94
2835,204805.03
2836,195150.08
2837,157778.8
2838,159405.19
2839,184951.58
2840,203449.2
2841,201344.9
2842,216083.06
2843,148269.45
2844,158785.4
2845,124666.52
2846,202531.48
2847,193672.19
2848,235722.8
2849,205489.02
2850,287154.94
2851,230775.19
2852,232271.81
2853,222237.53
2854,142735.22
2855,201072.12
2856,204367.55
2857,194256.67
2858,207676.86
2859,122935.49
2860,122856.83
2861,137059.66
2862,192130.81
2863,128725.21
2864,249588.11
2865,143979.1
2866,151366.4
2867,102314.16
2868,100664.56
2869,97363.59
2870,123991.81
2871,86811.84
2872,54089.84
2873,103913.8
2874,133339.0
2875,112505.48
2876,172011.36
2877,133628.05
2878,172743.9
2879,128451.24
2880,92162.1
2881,149418.53
2882,153048.28
2883,189372.08
2884,193187.66
2885,182317.73
2886,201059.72
2887,105917.47
2888,122962.39
2889,53666.332
2890,90164.07
2891,138587.7
2892,64649.547
2893,98289.8
2894,69417.26
2895,319265.47
2896,281757.75
2897,202900.69
2898,155186.02
2899,233993.95
2900,156293.78
2901,211616.53
2902,189425.7
2903,365814.2
2904,344119.22
2905,109436.1
2906,201329.66
2907,108689.875
2908,131784.06
2909,147469.17
2910,85359.71
2911,81544.24
2912,140235.84
2913,88247.38
2914,74570.74
2915,82628.73
2916,85224.98
2917,163454.56
2918,120690.73
2919,229384.88
